Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance OG,Performance Recov,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Expected xA,Expected A-xAG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,KP,1/3,PPA,CrsPA,PrgP
1531,Romelu Lukaku,be BEL,FW,Roma,it Serie A,31,1993,0,0,0,29.3,13,3,16,13,0,1,5,1,0,24,17,25,13,0,0,52,9.8,9.0,2.4,11.4,1.5,0.6,0.14,3.2,4.0,37,37,234,0.44,0.1,0.55,0.44,0.55,0.33,0.08,0.42,0.31,0.39,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19,1,13,64,27,42.2,2.18,0.92,0.2,0.48,14.1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,67,2.28,56,0,3,6,1,1,9,0.31,8,0,1,0,0,0,51,55,48.1,438,621,70.5,5515,781,29,23,13,3,37
1532,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22,2002,0,0,0,24.3,1,0,1,1,0,0,3,0,0,8,23,1,5,12,0,158,0.8,0.8,0.1,0.9,0.8,-0.1,0.11,0.2,0.2,23,107,9,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,1,7,3,42.9,0.29,0.12,0.14,0.33,10.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,0.49,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0,32,27,54.2,1726,1885,91.6,30847,11113,4,107,8,2,107
1533,Dodi Lukebakio,be BEL,"FW,MF",Sevilla,es La Liga,27,1997,0,0,0,12.5,5,1,6,5,0,0,0,0,0,24,22,4,36,2,0,33,5.6,5.6,0.7,6.2,1.1,0.3,0.13,-0.6,-0.6,48,26,116,0.4,0.08,0.48,0.4,0.48,0.45,0.05,0.5,0.45,0.5,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,5,42,17,40.5,3.36,1.36,0.12,0.29,14.4,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,48,3.84,32,2,8,1,5,0,6,0.48,5,0,1,0,0,0,12,13,48.0,269,351,76.6,4081,574,13,8,10,4,26
1534,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28,1996,0,0,0,12.5,1,0,1,1,0,0,3,0,0,27,9,0,4,16,0,65,1.6,1.6,0.8,2.4,0.5,-0.8,0.12,-0.6,-0.6,12,43,27,0.08,0.0,0.08,0.08,0.08,0.13,0.06,0.19,0.13,0.19,12.5,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,2.17,19,0,1,6,0,1,0,0.0,0,0,0,0,0,0,11,8,57.9,428,496,86.3,6753,1796,11,31,5,0,43
1535,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,28,1996,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,4.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,12,66.7,106,28,0,1,0,0,0
1536,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25,1999,21,21,1890,21.0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,17,0.0,0.0,0.3,0.3,0.0,-0.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0,2,0.1,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0,8,0,100.0,580,666,87.1,12727,7874,1,6,0,0,0
1537,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,28,1996,0,0,0,37.8,1,1,2,1,0,0,4,0,0,26,18,1,12,32,0,142,1.7,1.7,1.0,2.7,0.9,0.0,0.09,-0.7,-0.7,13,100,13,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,1,19,3,15.8,0.5,0.08,0.05,0.33,15.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,29,0.77,21,2,0,4,1,1,1,0.03,1,0,0,0,0,0,77,58,57.0,1455,1785,81.5,28218,10204,11,89,4,1,100
1538,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,20,2004,0,0,0,2.4,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,7,0.1,0.1,0.0,0.1,0.0,0.0,0.07,-0.1,-0.1,2,12,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,6,8,0,0,1,0,0.0,0.41,0.0,0.0,0.0,9.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,75.0,134,154,87.0,2107,820,0,11,0,0,12
1539,Andreas Luthe,de GER,GK,Bochum,de Bundesliga,37,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,4.0,4,1,0.0,0,0,1,0,0.0,0,0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,25,49,51.0,1237,1147,0,8,0,0,0
1540,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22,2002,0,0,0,21.6,4,5,9,4,0,0,5,0,0,31,67,14,82,1,0,71,4.0,4.0,3.1,7.1,2.7,1.9,0.08,0.0,0.0,85,21,181,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33,21.6,9,6,5,2,2,4,15,26.7,11,19,0,19,1,10,2,0,4,51,16,31.4,2.36,0.74,0.08,0.25,17.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,65,3.01,39,1,10,4,11,0,7,0.32,6,0,0,0,1,0,4,27,12.9,246,388,63.4,3858,869,26,11,21,19,21
1541,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31,1993,0,0,0,10.0,2,1,3,2,0,0,2,0,0,12,0,2,59,5,0,31,1.3,1.3,1.6,2.9,0.9,-0.6,0.08,0.7,0.7,36,35,41,0.2,0.1,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29,10.0,10,6,5,4,1,5,10,50.0,5,15,5,10,5,15,30,0,2,15,4,26.7,1.49,0.4,0.13,0.5,21.9,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19,1.89,13,4,1,1,0,0,3,0.3,2,0,1,0,0,0,16,13,55.2,451,594,75.9,7235,2374,9,29,10,9,35
1542,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25,1999,0,0,0,20.0,0,3,3,0,0,0,6,0,0,35,17,0,4,41,0,118,0.4,0.4,1.8,2.2,1.2,1.2,0.03,-0.4,-0.4,10,66,28,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11,20.0,64,38,33,27,4,30,70,42.9,40,41,8,33,41,105,56,0,0,12,2,16.7,0.6,0.1,0.0,0.0,25.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,1.35,25,0,0,0,0,2,5,0.25,5,0,0,0,0,0,12,29,29.3,746,903,82.6,13189,3571,15,67,7,1,66
1543,Joshua M'Bahia,ci CIV,MF,Clermont Foot,fr Ligue 1,19,2005,0,0,0,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3,19.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,100.0,12,15,80.0,165,39,1,0,0,0,1
1544,Othmane Maamma,fr FRA,FW,Montpellier,fr Ligue 1,19,2005,0,0,0,1.0,1,0,1,1,0,0,0,0,0,0,1,0,4,0,0,9,0.3,0.3,0.5,0.7,0.1,-0.5,0.09,0.7,0.7,7,2,3,1.02,0.0,1.02,1.02,1.02,0.27,0.47,0.74,0.27,0.74,1.0,3,3,2,0,1,1,1,100.0,0,3,0,3,0,3,0,0,1,3,1,33.3,3.07,1.02,0.33,1.0,14.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,7,7.16,3,0,3,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0.0,25,32,78.1,394,47,3,1,1,0,2
1545,Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,22,2002,0,0,0,2.3,0,0,0,0,0,0,1,0,0,5,1,0,8,3,0,11,0.8,0.8,0.1,0.9,0.2,-0.1,0.16,-0.8,-0.8,9,8,15,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.39,0.35,0.39,2.3,3,2,1,1,1,0,4,0.0,4,4,0,4,3,6,10,0,0,5,0,0.0,2.15,0.0,0.0,0.0,17.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5,2.15,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0,3,5,37.5,97,138,70.3,1316,400,2,6,2,1,8
1546,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,22,2002,0,0,0,14.0,2,2,4,2,0,0,5,0,0,19,9,0,26,13,0,79,0.9,0.9,1.4,2.3,1.7,0.6,0.08,1.1,1.1,41,80,49,0.14,0.14,0.28,0.14,0.28,0.07,0.1,0.17,0.07,0.17,14.0,30,22,15,9,6,16,30,53.3,14,22,4,18,13,43,26,0,2,11,4,36.4,0.78,0.28,0.18,0.5,19.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,27,1.92,26,0,0,0,0,1,5,0.36,4,0,0,0,0,1,2,9,18.2,928,1060,87.5,14738,4217,8,70,18,5,80
1547,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26,1998,0,0,0,28.9,5,5,10,4,1,1,7,1,0,53,47,0,32,35,0,195,3.7,2.9,3.6,6.4,4.9,1.4,0.07,1.3,1.1,44,209,48,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22,28.9,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2,1,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0,31,28,52.5,1704,1967,86.6,26565,7659,47,162,41,2,209
1548,Deiver Machado,co COL,DF,Lens,fr Ligue 1,31,1993,0,0,0,12.5,4,0,4,4,0,0,4,0,0,30,27,2,29,7,0,61,1.7,1.7,1.3,2.9,1.1,-1.3,0.1,2.3,2.3,22,26,74,0.32,0.0,0.32,0.32,0.32,0.13,0.1,0.24,0.13,0.24,12.5,24,18,10,10,4,15,20,75.0,5,13,2,11,7,31,8,0,4,16,8,50.0,1.28,0.64,0.25,0.5,18.2,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,24,1.92,18,0,1,2,3,0,0,0.0,0,0,0,0,0,0,12,10,54.5,383,488,78.5,5645,1674,13,27,11,5,26
1549,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,31,1993,0,0,0,8.7,4,0,4,3,1,1,0,1,0,12,14,2,64,4,0,53,1.4,0.6,0.7,1.3,1.1,-0.7,0.03,2.6,2.4,20,15,54,0.46,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0,4,20,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,21,2.4,12,7,0,1,1,0,1,0.11,1,0,0,0,0,0,3,10,23.1,177,290,61.0,3220,1011,11,12,7,6,15
1550,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28,1996,0,0,0,23.7,4,9,13,4,0,0,5,0,0,21,74,2,133,13,0,60,6.4,6.4,5.9,12.4,6.3,3.1,0.11,-2.4,-2.4,58,224,156,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,23.7,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1,4,58,23,39.7,2.44,0.97,0.07,0.17,19.2,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,161,6.79,110,22,10,6,10,3,19,0.8,13,1,2,1,1,1,3,6,33.3,1210,1500,80.7,19513,6251,67,130,59,3,224
1551,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22,2002,0,0,0,11.7,5,2,7,4,1,1,2,0,0,8,19,3,22,4,0,54,2.5,1.7,2.6,4.3,2.0,-0.6,0.05,2.5,2.3,76,52,136,0.43,0.17,0.6,0.34,0.51,0.21,0.23,0.44,0.14,0.37,11.7,16,10,8,4,4,11,34,32.4,23,11,0,11,4,20,14,0,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0,7,10,41.2,412,486,84.8,5511,1281,20,23,13,2,52
1552,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27,1997,0,0,0,16.2,1,2,3,1,0,0,3,1,0,22,20,4,67,10,0,81,0.8,0.8,0.9,1.7,0.9,1.1,0.07,0.2,0.2,38,41,68,0.06,0.12,0.19,0.06,0.19,0.05,0.05,0.1,0.05,0.1,16.2,35,22,18,13,4,23,40,57.5,17,12,2,10,10,45,23,0,1,11,4,36.4,0.68,0.25,0.09,0.25,23.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,37,2.21,18,4,6,2,6,1,5,0.3,3,0,0,1,1,0,33,25,56.9,374,603,62.0,6550,2806,11,32,9,8,41
1553,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27,1997,0,0,0,33.8,4,0,4,4,0,0,4,0,0,35,34,1,4,31,1,136,4.3,4.3,0.7,5,0.7,-0.7,0.14,-0.3,-0.3,13,117,8,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,33.8,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1,4,31,10,32.3,0.92,0.3,0.13,0.4,7.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0,77,62,55.4,1914,2157,88.7,32123,10388,3,143,9,1,117
1554,Soungoutou Magassa,fr FRA,"DF,MF",Monaco,fr Ligue 1,21,2003,0,0,0,15.0,0,0,0,0,0,0,7,0,0,31,13,1,3,21,0,112,0.6,0.6,0.1,0.8,0.5,-0.1,0.08,-0.6,-0.6,7,92,13,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,15.0,56,26,22,32,2,26,48,54.2,22,21,4,17,21,77,36,2,0,8,2,25.0,0.53,0.13,0.0,0.0,19.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,13,0.87,11,0,0,1,0,1,1,0.07,1,0,0,0,0,0,24,17,58.5,871,998,87.3,16582,5928,2,86,2,1,92
1555,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,26,1998,0,0,0,20.0,4,2,6,4,0,0,9,1,1,39,37,1,3,24,0,134,2.3,2.3,1.1,3.4,0.8,0.9,0.1,1.7,1.7,8,64,25,0.2,0.1,0.3,0.2,0.3,0.11,0.06,0.17,0.11,0.17,20.0,49,29,26,22,1,20,42,47.6,22,27,5,22,24,73,38,0,4,23,10,43.5,1.15,0.5,0.17,0.4,14.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,32,1.6,22,0,1,6,2,1,3,0.15,3,0,0,0,0,0,24,46,34.3,619,797,77.7,10161,3055,11,58,4,1,64
1556,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,26,1998,0,0,0,18.9,1,0,1,1,0,0,7,2,0,31,7,1,7,22,0,85,0.6,0.6,0.7,1.2,1.0,-0.7,0.06,0.4,0.4,11,62,5,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,18.9,35,21,25,10,0,22,36,61.1,14,29,11,18,22,57,92,5,1,10,2,20.0,0.53,0.11,0.1,0.5,20.8,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,21,1.11,18,1,0,1,0,1,0,0.0,0,0,0,0,0,0,51,24,68.0,759,999,76.0,15428,5811,9,60,5,0,62
1557,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29,1995,0,0,0,27.2,0,0,0,0,0,0,6,0,0,27,30,0,12,45,0,147,0.5,0.5,0.2,0.8,0.5,-0.2,0.05,-0.5,-0.5,15,79,10,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0,0,11,2,18.2,0.41,0.07,0.0,0.0,13.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,22,0.81,19,0,1,0,1,1,6,0.22,5,0,0,0,0,1,45,37,54.9,785,994,79.0,17901,6086,6,76,2,1,79
1558,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26,1998,0,0,0,26.0,2,0,2,2,0,0,6,0,0,21,17,2,20,18,0,156,2.4,2.4,1.8,4.3,2.5,-1.8,0.07,-0.4,-0.4,36,101,61,0.08,0.0,0.08,0.08,0.08,0.09,0.07,0.16,0.09,0.16,26.0,49,27,18,26,5,24,58,41.4,34,19,1,18,18,67,18,0,2,36,10,27.8,1.38,0.38,0.06,0.2,23.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,60,2.31,47,0,5,6,1,1,5,0.19,2,0,1,2,0,0,13,23,36.1,1008,1143,88.2,16762,3382,24,92,13,7,101
1559,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,27,1997,0,0,0,18.7,1,0,1,1,0,0,2,0,0,37,23,1,14,19,0,97,1.6,1.6,0.7,2.3,1.1,-0.7,0.12,-0.6,-0.6,14,71,47,0.05,0.0,0.05,0.05,0.05,0.09,0.04,0.12,0.09,0.12,18.7,49,31,12,32,5,22,47,46.8,25,38,13,25,19,68,26,1,1,14,5,35.7,0.75,0.27,0.07,0.2,14.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,28,1.5,23,2,0,1,1,1,2,0.11,1,0,0,1,0,0,31,30,50.8,698,836,83.5,12081,2932,9,59,7,4,71
1560,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25,1999,0,0,0,16.0,5,2,7,5,0,0,5,0,0,41,23,3,17,4,0,63,3.1,3.1,1.6,4.7,1.1,0.4,0.07,1.9,1.9,31,34,121,0.31,0.13,0.44,0.31,0.44,0.19,0.1,0.29,0.19,0.29,16.0,22,14,5,12,5,15,21,71.4,6,16,4,12,4,26,17,0,5,41,14,34.1,2.57,0.88,0.12,0.36,16.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,32,2.0,21,1,4,2,4,0,3,0.19,2,0,0,1,0,0,35,54,39.3,231,333,69.4,3287,906,14,21,13,4,34
1561,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31,1993,0,0,0,18.4,2,2,4,2,0,0,4,0,0,21,10,6,3,25,0,78,2.0,2.0,1.2,3.3,0.9,0.8,0.1,0.0,0.0,20,73,2,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18,18.4,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,2,20,3,15.0,1.09,0.16,0.1,0.67,11.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0,69,19,78.4,917,1103,83.1,16999,6419,6,78,6,0,73
1562,Jon Magunacelaya,es ESP,"FW,MF",Real Sociedad,es La Liga,24,2000,0,0,0,1.3,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,7,0.3,0.3,0.5,0.7,0.3,-0.5,0.07,-0.3,-0.3,2,2,10,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.55,0.21,0.55,1.3,5,3,2,3,0,4,8,50.0,4,3,0,3,0,5,2,0,0,4,0,0.0,2.98,0.0,0.0,0.0,15.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3,2.23,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,1,4,20.0,30,45,66.7,391,61,1,1,0,0,2
1563,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,21,2003,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,2,4,50.0,32,18,0,1,0,0,2
1564,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25,1999,0,0,0,11.1,2,4,6,2,0,0,0,0,0,4,4,0,85,6,0,58,1.5,1.5,2.3,3.9,2.8,1.7,0.07,0.5,0.5,17,64,66,0.18,0.36,0.54,0.18,0.54,0.14,0.21,0.35,0.14,0.35,11.1,14,9,5,8,1,5,14,35.7,9,19,2,17,6,20,11,0,2,22,5,22.7,1.97,0.45,0.09,0.4,22.2,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,66,5.92,37,19,2,6,2,0,6,0.54,3,1,0,2,0,0,6,4,60.0,449,593,75.7,8314,2523,28,49,27,8,64
1565,Habib Maïga,ci CIV,"MF,FW",Metz,fr Ligue 1,28,1996,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4,2,0,1,4,0,17,0.1,0.1,0.0,0.1,0.0,0.0,0.06,-0.1,-0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,4,6,2,0,0,2,0,0.0,1.22,0.0,0.0,0.0,9.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.61,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,2,1,66.7,47,63,74.6,726,215,0,3,0,0,3
1566,Mike Maignan,fr FRA,GK,Milan,it Serie A,29,1995,29,29,2609,29.0,0,1,1,0,0,0,1,1,0,1,5,0,0,1,0,38,0.0,0.0,0.3,0.3,0.1,0.7,0.0,0.0,0.0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,29.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,0.0,8,0.28,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,7,1,87.5,1033,1228,84.1,25589,17105,3,18,1,0,0
1567,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,25,1999,0,0,0,21.1,1,3,4,1,0,0,4,0,0,10,17,5,74,6,0,92,1.9,1.9,3.1,5,3.3,-0.1,0.06,-0.9,-0.9,109,61,169,0.05,0.14,0.19,0.05,0.19,0.09,0.15,0.24,0.09,0.24,21.1,18,15,11,5,2,9,28,32.1,19,12,1,11,6,24,12,0,1,33,11,33.3,1.56,0.52,0.03,0.09,19.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,58,2.75,44,1,3,3,6,1,5,0.24,4,0,0,0,1,0,0,14,0.0,484,661,73.2,6983,1773,20,28,16,5,61
